AssessmentYear,AssessmentCategory,RegionalUnitID,UnitType,ShorelineType,ShorelineExposure,Imagery,LengthKM,x_start,y_start,x_end,y_end
2019,Coastal Processes - Shoreline Hardening,LO13,Moderate Energy Nearshore,Natural,Lake,SCOOP2013,1.474856911,-77.03312455,43.95447942,-77.02201954,43.96448778
2019,Coastal Processes - Shoreline Hardening,LO13,Moderate Energy Nearshore,Hardened,Lake,SCOOP2013,0.308987807,-77.0425478,43.94973883,-77.03989293,43.95171084
2019,Coastal Processes - Shoreline Hardening,LO13,Moderate Energy Nearshore,Natural,Sheltered,SCOOP2013,0.211969452,-77.03989293,43.95171084,-77.03744522,43.95231064
2019,Coastal Processes - Shoreline Hardening,LO13,Moderate Energy Nearshore,Hardened,Lake,SCOOP2013,0.428261446,-77.03744522,43.95231064,-77.03312455,43.95447942
2019,Coastal Processes - Shoreline Hardening,LO13,Moderate Energy Nearshore,Natural,Sheltered,SCOOP2013,2.093433818,-77.02201954,43.96448778,-77.03421566,43.96620872
2019,Coastal Processes - Shoreline Hardening,LO13,Moderate Energy Nearshore,Natural,Lake,SCOOP2013,1.980171302,-77.02035427,43.96672371,-77.00933148,43.97258956
2019,Coastal Processes - Shoreline Hardening,LO13,Moderate Energy Nearshore,Natural,Sheltered,SCOOP2013,1.190240865,-77.00933148,43.97258956,-77.00847367,43.97551704
2019,Coastal Processes - Shoreline Hardening,LO13,Moderate Energy Nearshore,Natural,Lake,SCOOP2013,0.178761115,-77.00847367,43.97551704,-77.00720314,43.97683514
2019,Coastal Processes - Shoreline Hardening,LO13,Moderate Energy Nearshore,Natural,Sheltered,SCOOP2013,0.762145852,-77.00720314,43.97683514,-77.00605239,43.97960528
2019,Coastal Processes - Shoreline Hardening,LO13,Moderate Energy Nearshore,Hardened,Lake,SCOOP2013,1.444182144,-77.00605239,43.97960528,-77.00102205,43.98723265
2019,Coastal Processes - Shoreline Hardening,LO13,Moderate Energy Nearshore,Natural,Sheltered,SCOOP2013,7.398581973,-77.00102205,43.98723265,-77.01070151,43.999699
2019,Coastal Processes - Shoreline Hardening,LO13,Moderate Energy Nearshore,Hardened,Sheltered,SCOOP2013,0.235190714,-77.01070151,43.999699,-77.00825866,44.00064194
2019,Coastal Processes - Shoreline Hardening,LO13,Moderate Energy Nearshore,Hardened,Lake,SCOOP2013,4.263373421,-77.0076148,43.99913159,-76.96694935,44.01636008
2019,Coastal Processes - Shoreline Hardening,LO13,Moderate Energy Nearshore,Natural,Sheltered,SCOOP2013,1.175147334,-77.00825866,44.00064194,-77.0076148,43.99913159
2019,Coastal Processes - Shoreline Hardening,LO13,Moderate Energy Nearshore,Natural,Lake,SCOOP2013,0.11464425,-76.96694935,44.01636008,-76.96586051,44.01701997
2019,Coastal Processes - Shoreline Hardening,LO13,Moderate Energy Nearshore,Hardened,Lake,SCOOP2013,1.59594853,-76.96586051,44.01701997,-76.94712959,44.01972427
2019,Coastal Processes - Shoreline Hardening,LO13,Moderate Energy Nearshore,Natural,Sheltered,SCOOP2013,0.925249931,-76.94712959,44.01972427,-76.94296784,44.01977105
2019,Coastal Processes - Shoreline Hardening,LO13,Moderate Energy Nearshore,Natural,Lake,SCOOP2013,0.716391859,-76.94296784,44.01977105,-76.93486145,44.02077968
2019,Coastal Processes - Shoreline Hardening,LO13,Moderate Energy Nearshore,Hardened,Lake,SCOOP2013,0.166171462,-76.93486145,44.02077968,-76.93357295,44.02189126
2019,Coastal Processes - Shoreline Hardening,LO13,Moderate Energy Nearshore,Natural,Lake,SCOOP2013,4.03424238,-76.93357295,44.02189126,-76.90290486,44.04150956
2019,Coastal Processes - Shoreline Hardening,LO13,Moderate Energy Nearshore,Hardened,Lake,SCOOP2013,2.086681744,-76.90290486,44.04150956,-76.8984245,44.05818155
2019,Coastal Processes - Shoreline Hardening,LO13,Moderate Energy Nearshore,Natural,Lake,SCOOP2013,0.720563087,-76.8984245,44.05818155,-76.89266599,44.06296513
2019,Coastal Processes - Shoreline Hardening,LO13,Moderate Energy Nearshore,Hardened,Lake,SCOOP2013,0.680660577,-76.89266599,44.06296513,-76.88569223,44.06629114
2019,Coastal Processes - Shoreline Hardening,LO13,Moderate Energy Nearshore,Hardened,Lake,SCOOP2013,0.153895911,-76.87756789,44.07195102,-76.87605381,44.0727882
2019,Coastal Processes - Shoreline Hardening,LO13,Moderate Energy Nearshore,Natural,Lake,SCOOP2013,0.918820419,-76.88569223,44.06629114,-76.87756789,44.07195102
2019,Coastal Processes - Shoreline Hardening,LO13,Moderate Energy Nearshore,Natural,Lake,SCOOP2013,0.303953596,-76.87605381,44.0727882,-76.8732345,44.07461383
2019,Coastal Processes - Shoreline Hardening,LO13,Moderate Energy Nearshore,Hardened,Lake,SCOOP2013,0.328122844,-76.8732345,44.07461383,-76.8699786,44.07639888
2019,Coastal Processes - Shoreline Hardening,LO13,Moderate Energy Nearshore,Natural,Lake,SCOOP2013,0.52326858,-76.8699786,44.07639888,-76.86436459,44.07849872
2019,Coastal Processes - Shoreline Hardening,LO13,Moderate Energy Nearshore,Hardened,Lake,SCOOP2013,0.667824064,-76.86436459,44.07849872,-76.85694286,44.08120001
2019,Coastal Processes - Shoreline Hardening,LO13,Moderate Energy Nearshore,Natural,Lake,SCOOP2013,0.372855067,-76.85694286,44.08120001,-76.85325336,44.08322483
2019,Coastal Processes - Shoreline Hardening,LO13,Moderate Energy Nearshore,Hardened,Lake,SCOOP2013,0.254693533,-76.85325336,44.08322483,-76.85175425,44.08523286
2019,Coastal Processes - Shoreline Hardening,LO13,Moderate Energy Nearshore,Natural,Lake,SCOOP2013,3.601323109,-76.85175425,44.08523286,-76.84734336,44.113158
2019,Coastal Processes - Shoreline Hardening,LO13,Moderate Energy Nearshore,Hardened,Lake,SCOOP2013,0.033520324,-76.84734336,44.113158,-76.84766782,44.11301264
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Hardened,Lake,SCOOP2013,0.328492035,-76.84766782,44.11301264,-76.85084898,44.11422664
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Hardened,Sheltered,SCOOP2013,1.738187749,-76.85084898,44.11422664,-76.86343895,44.10479364
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Natural,Sheltered,SCOOP2013,0.448194212,-76.86343895,44.10479364,-76.86747209,44.10205513
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Hardened,Sheltered,SCOOP2013,0.136910799,-76.86747209,44.10205513,-76.86850183,44.10117955
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Hardened,Sheltered,SCOOP2013,0.11605441,-76.8773822,44.09349138,-76.87822691,44.09276794
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Natural,Sheltered,SCOOP2013,1.137615764,-76.86850183,44.10117955,-76.8773822,44.09349138
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Natural,Sheltered,SCOOP2013,1.088826871,-76.87822691,44.09276794,-76.88509432,44.0882167
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Hardened,Sheltered,SCOOP2013,0.092478447,-76.88509432,44.0882167,-76.88596988,44.08874311
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Natural,Sheltered,SCOOP2013,1.232758315,-76.88596988,44.08874311,-76.87727786,44.09675272
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Hardened,Sheltered,SCOOP2013,1.370469702,-76.87727786,44.09675272,-76.88646809,44.09630483
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Natural,Sheltered,SCOOP2013,0.714764422,-76.88646809,44.09630483,-76.89345387,44.09254934
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Hardened,Sheltered,SCOOP2013,0.090011516,-76.89345387,44.09254934,-76.89411301,44.0918952
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Natural,Sheltered,SCOOP2013,3.547177972,-76.89411301,44.0918952,-76.92362935,44.07106995
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Hardened,Sheltered, ,0.118401771,-76.92362935,44.07106995,-76.92473469,44.07037479
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Natural,Sheltered,SCOOP2013,1.391633946,-76.92473469,44.07037479,-76.93648193,44.06260503
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Hardened,Sheltered,SCOOP2013,0.096582347,-76.93648193,44.06260503,-76.93640615,44.06179926
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Natural,Sheltered,SCOOP2013,1.671768607,-76.93640615,44.06179926,-76.9447942,44.05913454
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Hardened,Sheltered,SCOOP2013,0.130704094,-76.9447942,44.05913454,-76.94625593,44.05861563
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Natural,Sheltered,SCOOP2013,2.959140221,-76.94625593,44.05861563,-76.97816132,44.04853867
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Hardened,Sheltered,SCOOP2013,0.109107103,-76.97816132,44.04853867,-76.97887561,44.0478858
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Natural,Sheltered,SCOOP2013,0.491227236,-76.97887561,44.0478858,-76.98417079,44.04567771
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Hardened,Sheltered,SCOOP2013,0.440174847,-76.98417079,44.04567771,-76.98888626,44.04373198
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Natural,Sheltered,SCOOP2013,3.424795617,-76.98888626,44.04373198,-77.0201923,44.03511077
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Hardened,Sheltered,SCOOP2013,0.277965088,-77.0201923,44.03511077,-77.02276704,44.03347839
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Natural,Sheltered,SCOOP2013,0.447920396,-77.02276704,44.03347839,-77.02417176,44.03344334
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Hardened,Sheltered,SCOOP2013,0.47450783,-77.02417176,44.03344334,-77.02859618,44.03589284
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Natural,Sheltered,SCOOP2013,0.176964465,-77.02859618,44.03589284,-77.0306663,44.03638569
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Hardened,Sheltered,SCOOP2013,0.130794295,-77.0306663,44.03638569,-77.03208309,44.03584338
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Natural,Sheltered,SCOOP2013,0.388445608,-77.03208309,44.03584338,-77.03653262,44.03710785
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Hardened,Sheltered,SCOOP2013,0.452322011,-77.03653262,44.03710785,-77.04120236,44.03891056
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Natural,Sheltered,SCOOP2013,0.245781097,-77.04120236,44.03891056,-77.0441209,44.03852587
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Hardened,Sheltered,SCOOP2013,0.241556751,-77.0441209,44.03852587,-77.04698779,44.03807074
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Natural,Sheltered,SCOOP2013,0.784601761,-77.04698779,44.03807074,-77.05592384,44.04084773
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Hardened,Sheltered,SCOOP2013,2.544494399,-77.05592384,44.04084773,-77.08569465,44.04593153
2019,Coastal Processes - Shoreline Hardening,LO06,High Energy Nearshore,Natural,Lake,Google Earth,0.313776343,-79.3272712,43.61768497,-79.32379121,43.61731557
2019,Coastal Processes - Shoreline Hardening,LO07,Moderate Energy Nearshore,Natural,Lake,Google Earth,4.96727547,-79.32379121,43.61731557,-79.31786881,43.65455383
2019,Coastal Processes - Shoreline Hardening,LO07,Moderate Energy Nearshore,Hardened,Lake,MSC Toronto,1.771486932,-79.2929902,43.66745699,-79.27616241,43.67436767
2019,Coastal Processes - Shoreline Hardening,LO07,Moderate Energy Nearshore,Hardened,Lake,Google Earth,1.349253455,-79.25598962,43.69478027,-79.24334462,43.70177358
2019,Coastal Processes - Shoreline Hardening,LO07,Moderate Energy Nearshore,Natural,Lake,Google Earth,1.19580759,-79.13408075,43.77551199,-79.12563169,43.7839548
2019,Coastal Processes - Shoreline Hardening,LO07,Moderate Energy Nearshore,Natural,Lake,MSC Durham 2018,2.16367916,-79.11486759,43.79495401,-79.09776136,43.809298
2019,Coastal Processes - Shoreline Hardening,LO08,High Energy Nearshore,Natural,Lake,MSC Durham 2018,4.381965452,-78.78561418,43.86965528,-78.73178991,43.86938614
2019,Coastal Processes - Shoreline Hardening,LO09,High Energy Nearshore,Hardened,Lake,MSC Durham 2018,0.672090291,-78.6634275,43.88647576,-78.65943083,43.89033623
2019,Coastal Processes - Shoreline Hardening,LO09,High Energy Nearshore,Natural,Lake,MSC Durham 2018,1.096546805,-78.63419069,43.89437697,-78.62161037,43.89746066
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Natural,Sheltered,SCOOP2013,1.602438135,-77.08569465,44.04593153,-77.10507737,44.04400364
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Hardened,Sheltered,SCOOP2013,0.689040264,-77.10507737,44.04400364,-77.11262283,44.04116071
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Natural,Sheltered,SCOOP2013,1.501048125,-77.11262283,44.04116071,-77.12078993,44.03013456
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Hardened,Sheltered,SCOOP2013,1.587648007,-77.12078993,44.03013456,-77.12694691,44.01696891
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Natural,Sheltered,SCOOP2013,0.114706721,-77.12694691,44.01696891,-77.1279491,44.01672199
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Hardened,Sheltered,SCOOP2013,0.404944015,-77.1279491,44.01672199,-77.13072842,44.01379881
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Natural,Sheltered,SCOOP2013,0.340847326,-77.13072842,44.01379881,-77.13380176,44.01296144
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Hardened,Sheltered,SCOOP2013,1.645407306,-77.13380176,44.01296144,-77.13219712,44.01662599
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Natural,Sheltered,SCOOP2013,1.037327058,-77.13219712,44.01662599,-77.13315635,44.02530753
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Hardened,Sheltered,SCOOP2013,0.441579635,-77.13315635,44.02530753,-77.13301604,44.02871761
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Natural,Sheltered,SCOOP2013,1.456972975,-77.13301604,44.02871761,-77.13173924,44.03627872
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Hardened,Sheltered,SCOOP2013,0.345626161,-77.13173924,44.03627872,-77.12847925,44.03831056
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Natural,Sheltered,SCOOP2013,1.068734428,-77.12847925,44.03831056,-77.12324229,44.04652987
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Hardened,Sheltered,SCOOP2013,1.046436226,-77.12324229,44.04652987,-77.1169828,44.05455946
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Natural,Sheltered,SCOOP2013,4.536824704,-77.1169828,44.05455946,-77.08839662,44.08757145
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Hardened,Sheltered,SCOOP2013,0.134716797,-77.08839662,44.08757145,-77.08699636,44.08824151
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Natural,Sheltered,SCOOP2013,2.80279182,-77.08699636,44.08824151,-77.07979698,44.10917451
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Hardened,Sheltered,SCOOP2013,0.148759828,-77.07979698,44.10917451,-77.0800898,44.11024454
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Natural,Sheltered,SCOOP2013,0.272885385,-77.0800898,44.11024454,-77.08122453,44.11231128
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Hardened,Sheltered,SCOOP2013,0.799080879,-77.08122453,44.11231128,-77.07518886,44.11772088
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Natural,Sheltered,SCOOP2013,3.085589694,-77.07518886,44.11772088,-77.06762135,44.14390923
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Hardened,Sheltered,SCOOP2013,1.379944497,-77.06762135,44.14390923,-77.06256145,44.15479071
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Natural,Sheltered,SCOOP2013,1.13668744,-77.06256145,44.15479071,-77.05901066,44.16428408
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Hardened,Sheltered,SCOOP2013,0.167346956,-77.05901066,44.16428408,-77.06087392,44.16436413
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Hardened,Sheltered,SCOOP2013,0.606311568,-77.07940732,44.17117544,-77.08650602,44.170781
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Natural,Sheltered,SCOOP2013,3.703211058,-77.06087392,44.16436413,-77.07940732,44.17117544
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Natural,Sheltered,SCOOP2013,0.136209968,-77.08650602,44.170781,-77.0879994,44.17021976
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Hardened,Sheltered,SCOOP2013,0.82095443,-77.0879994,44.17021976,-77.09624605,44.16603722
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Natural,Sheltered,SCOOP2013,1.055178648,-77.09624605,44.16603722,-77.10848141,44.16365438
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Hardened,Sheltered,SCOOP2013,0.097148274,-77.10848141,44.16365438,-77.10963296,44.16371934
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Natural,Sheltered,SCOOP2013,0.357118978,-77.10963296,44.16371934,-77.11392775,44.16297035
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Hardened,Sheltered,SCOOP2013,0.111059324,-77.11392775,44.16297035,-77.11496166,44.16230564
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Natural,Sheltered,SCOOP2013,0.728005738,-77.11496166,44.16230564,-77.12290627,44.16138441
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Hardened,Sheltered,SCOOP2013,0.342735523,-77.12290627,44.16138441,-77.12671322,44.1602471
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Natural,Sheltered,SCOOP2013,0.296633102,-77.12671322,44.1602471,-77.12954106,44.15852385
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Hardened,Sheltered,SCOOP2013,0.438359152,-77.12954106,44.15852385,-77.13380876,44.15615692
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Natural,Sheltered,SCOOP2013,0.38675427,-77.13380876,44.15615692,-77.1342869,44.15331698
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Hardened,Sheltered,SCOOP2013,0.31806009,-77.1342869,44.15331698,-77.13649241,44.15108762
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Natural,Sheltered,SCOOP2013,2.526565715,-77.13649241,44.15108762,-77.15145988,44.14855785
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Hardened,Sheltered,SCOOP2013,0.376415537,-77.15145988,44.14855785,-77.15597599,44.14862869
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Natural,Sheltered,SCOOP2013,1.473540681,-77.15597599,44.14862869,-77.17285279,44.14814583
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Hardened,Sheltered,SCOOP2013,0.608257411,-77.17285279,44.14814583,-77.17857765,44.14516937
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Natural,Sheltered,SCOOP2013,0.304530665,-77.17857765,44.14516937,-77.1813363,44.14363869
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Hardened,Sheltered,SCOOP2013,0.952426778,-77.1813363,44.14363869,-77.18588502,44.13690698
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Natural,Sheltered,SCOOP2013,13.76126787,-77.18588502,44.13690698,-77.2848044,44.08153311
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Hardened,Sheltered,SCOOP2013,0.186307726,-77.2848044,44.08153311,-77.28698936,44.08102941
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Natural,Sheltered,SCOOP2013,0.682175682,-77.28698936,44.08102941,-77.29431682,44.08226579
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Natural,Sheltered,SCOOP2013,0.198627259,-77.29725053,44.0818419,-77.29930074,44.0808486
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Hardened,Sheltered,SCOOP2013,0.241576987,-77.29431682,44.08226579,-77.29725053,44.0818419
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Hardened,Sheltered,SCOOP2013,0.644361944,-77.29930074,44.0808486,-77.3060257,44.07771287
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Natural,Sheltered,SCOOP2013,2.561987355,-77.3060257,44.07771287,-77.31869302,44.08165251
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Hardened,Sheltered,SCOOP2013,0.207170786,-77.31869302,44.08165251,-77.32122811,44.08184593
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Hardened,Sheltered,SCOOP2013,2.781448259,-77.38146293,44.14104775,-77.40213018,44.13047626
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Natural,Sheltered,SCOOP2013,0.305814461,-77.40213018,44.13047626,-77.40332208,44.12870947
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Hardened,Sheltered,SCOOP2013,0.577093516,-77.40332208,44.12870947,-77.4093082,44.125972
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Natural,Sheltered,SCOOP2013,0.243735872,-77.4093082,44.125972,-77.41213616,44.125509
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Natural,Sheltered,SCOOP2013,4.13009394,-77.5708964,44.05458475,-77.58557752,44.05939236
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Hardened,Sheltered,SCOOP2013,0.110132493,-77.41213616,44.125509,-77.4134431,44.12527863
2019,Coastal Processes - Shoreline Hardening,LO12,Sheltered Embayment,Natural,Sheltered,SCOOP2013,0.124806298,-77.4134431,44.12527863,-77.41490417,44.12541517
2019,Coastal Processes - Shoreline Hardening,LO04,Moderate Energy Nearshore,Hardened,Lake,Google Earth,5.867257924,-79.80059692,43.3180801,-79.75099989,43.35264445
2019,Coastal Processes - Shoreline Hardening,LO04,Moderate Energy Nearshore,Natural,Lake,Google Earth,0.116073531,-79.75099989,43.35264445,-79.74983489,43.35324956
2019,Coastal Processes - Shoreline Hardening,LO04,Moderate Energy Nearshore,Hardened,Lake,Google Earth,2.460516086,-79.74983489,43.35324956,-79.72788339,43.36712251
2019,Coastal Processes - Shoreline Hardening,LO04,Moderate Energy Nearshore,Natural,Lake,Google Earth,0.114594156,-79.72705884,43.3684024,-79.72652253,43.36934592
2019,Coastal Processes - Shoreline Hardening,LO04,Moderate Energy Nearshore,Natural,Sheltered,Google Earth,0.162643295,-79.72788339,43.36712251,-79.72705884,43.3684024
2019,Coastal Processes - Shoreline Hardening,LO04,Moderate Energy Nearshore,Hardened,Lake,Google Earth,0.853639895,-79.72652253,43.36934592,-79.7196054,43.37430032
2019,Coastal Processes - Shoreline Hardening,LO04,Moderate Energy Nearshore,Natural,Lake,Google Earth,0.176548882,-79.7196054,43.37430032,-79.71795327,43.37514768
2019,Coastal Processes - Shoreline Hardening,LO04,Moderate Energy Nearshore,Natural,Lake,Google Earth,0.192386508,-79.71010573,43.39160788,-79.70891456,43.3926894
2019,Coastal Processes - Shoreline Hardening,LO04,Moderate Energy Nearshore,Hardened,Lake,Google Earth,2.159917255,-79.71795327,43.37514768,-79.71010573,43.39160788
2019,Coastal Processes - Shoreline Hardening,LO04,Moderate Energy Nearshore,Hardened,Lake,Google Earth,2.020481759,-79.70310829,43.39301899,-79.69114514,43.40570241
2019,Coastal Processes - Shoreline Hardening,LO04,Moderate Energy Nearshore,Natural,Lake,Google Earth,0.332746509,-79.69114514,43.40570241,-79.6912337,43.40861777
2019,Coastal Processes - Shoreline Hardening,LO04,Moderate Energy Nearshore,Hardened,Lake,Google Earth,1.1371373,-79.6912337,43.40861777,-79.68693809,43.41672977
2019,Coastal Processes - Shoreline Hardening,LO04,Moderate Energy Nearshore,Natural,Sheltered,Google Earth,0.307782139,-79.68693809,43.41672977,-79.68588808,43.41701341
2019,Coastal Processes - Shoreline Hardening,LO04,Moderate Energy Nearshore,Natural,Lake,Google Earth,0.162705705,-79.68588808,43.41701341,-79.6849538,43.41824464
2019,Coastal Processes - Shoreline Hardening,LO04,Moderate Energy Nearshore,Hardened,Lake,Google Earth,0.421388158,-79.6849538,43.41824464,-79.68432562,43.42200122
2019,Coastal Processes - Shoreline Hardening,LO04,Moderate Energy Nearshore,Natural,Lake,Google Earth,0.338633485,-79.68432562,43.42200122,-79.68340286,43.42484125
2019,Coastal Processes - Shoreline Hardening,LO04,Moderate Energy Nearshore,Hardened,Lake,Google Earth,0.614415089,-79.68340286,43.42484125,-79.67907452,43.42895237
2019,Coastal Processes - Shoreline Hardening,LO04,Moderate Energy Nearshore,Natural,Lake,Google Earth,0.300241218,-79.67907452,43.42895237,-79.67791596,43.43142738
2019,Coastal Processes - Shoreline Hardening,LO04,Moderate Energy Nearshore,Hardened,Lake,Google Earth,1.367008528,-79.67791596,43.43142738,-79.66659566,43.44005516
2019,Coastal Processes - Shoreline Hardening,LO06,High Energy Nearshore,Hardened,Sheltered,Google Earth,9.802353597,-79.35706849,43.64660197,-79.34727678,43.63368119
2019,Coastal Processes - Shoreline Hardening,LO06,High Energy Nearshore,Natural,Sheltered,Google Earth,1.10925531,-79.34727678,43.63368119,-79.33823791,43.63945635
2019,Coastal Processes - Shoreline Hardening,LO06,High Energy Nearshore,Hardened,Sheltered,Google Earth,0.548627287,-79.33823791,43.63945635,-79.33548532,43.64237884
2019,Coastal Processes - Shoreline Hardening,LO06,High Energy Nearshore,Natural,Sheltered,Google Earth,0.787758797,-79.33548532,43.64237884,-79.32878007,43.6474461
2019,Coastal Processes - Shoreline Hardening,LO06,High Energy Nearshore,Hardened,Sheltered,Google Earth,0.57363455,-79.32878007,43.6474461,-79.32676588,43.64700844
2019,Coastal Processes - Shoreline Hardening,LO06,High Energy Nearshore,Natural,Sheltered,Google Earth,2.212955362,-79.32676588,43.64700844,-79.32543426,43.64033757
2019,Coastal Processes - Shoreline Hardening,LO06,High Energy Nearshore,Natural,Sheltered,Google Earth,1.556452386,-79.32543426,43.64033757,-79.32299372,43.63840922
2019,Coastal Processes - Shoreline Hardening,LO06,High Energy Nearshore,Natural,Sheltered,Google Earth,7.272579279,-79.32299372,43.63840922,-79.33723606,43.62270206
2019,Coastal Processes - Shoreline Hardening,LO06,High Energy Nearshore,Natural,Sheltered,Google Earth,0.359062265,-79.33723606,43.62270206,-79.33947933,43.62262358
