AssessmentYear,AssessmentCategory,RegionalUnitID,LocationID,SampleYear,Station_Year,TotalBenthos,TaxonRichness,Evenness,BenthicQuality,Latitude,Longitude,DataSource,ParentTable
2019,Contaminants in Water & Sediment - Benthic Community,LO06,1364,2009,1364-09,7288.56,26,0.405,Moderate Quality,43.63158,-79.36994,MECP Great Lakes Index Stations Network,GreatLakesNearshoreBenthicTaxaProvincial.csv
2019,Contaminants in Water & Sediment - Benthic Community,LO06,1364,2012,1364-12,5878.98,23,0.648,Moderate Quality,43.63158,-79.36994,MECP Great Lakes Index Stations Network,GreatLakesNearshoreBenthicTaxaProvincial.csv
2019,Contaminants in Water & Sediment - Benthic Community,LO05,2047,2006,2047-06,13745.63333,22,0.615,Moderate Quality,43.62331,-79.44681,MECP Great Lakes Index Stations Network,GreatLakesNearshoreBenthicTaxaProvincial.csv
2019,Contaminants in Water & Sediment - Benthic Community,LO05,2047,2009,2047-09,11597.52,26,0.189,High Quality,43.62331,-79.44681,MECP Great Lakes Index Stations Network,GreatLakesNearshoreBenthicTaxaProvincial.csv
2019,Contaminants in Water & Sediment - Benthic Community,LO05,2047,2012,2047-12,2685.46,15,0.554,Low Quality,43.62331,-79.44681,MECP Great Lakes Index Stations Network,GreatLakesNearshoreBenthicTaxaProvincial.csv
2019,Contaminants in Water & Sediment - Benthic Community,LO11,2974,2006,2974-06,4856.175,30,0.672,High Quality,44.01517,-77.70864,MECP Great Lakes Index Stations Network,GreatLakesNearshoreBenthicTaxaProvincial.csv
2019,Contaminants in Water & Sediment - Benthic Community,LO02,3045,2009,3045-09,12644.2,18,0.493,Moderate Quality,43.22772,-79.28328,MECP Great Lakes Index Stations Network,GreatLakesNearshoreBenthicTaxaProvincial.csv
2019,Contaminants in Water & Sediment - Benthic Community,LO02,3045,2012,3045-12,5134.08,10,0.653,Low Quality,43.22772,-79.28328,MECP Great Lakes Index Stations Network,GreatLakesNearshoreBenthicTaxaProvincial.csv
2019,Contaminants in Water & Sediment - Benthic Community,LO02,3051,2009,3051-09,10432.42,15,0.276,Moderate Quality,43.26819,-79.67111,MECP Great Lakes Index Stations Network,GreatLakesNearshoreBenthicTaxaProvincial.csv
2019,Contaminants in Water & Sediment - Benthic Community,LO02,3051,2012,3051-12,1054.32,8,0.432,Low Quality,43.26819,-79.67111,MECP Great Lakes Index Stations Network,GreatLakesNearshoreBenthicTaxaProvincial.csv
2019,Contaminants in Water & Sediment - Benthic Community,LO13,3087,2006,3087-06,4494.866667,15,0.575,Low Quality,43.95791518,-76.81168767,MECP Great Lakes Index Stations Network,GreatLakesNearshoreBenthicTaxaProvincial.csv
2019,Contaminants in Water & Sediment - Benthic Community,LO13,3087,2009,3087-09,4198.18,14,0.624,Low Quality,43.95791518,-76.81168767,MECP Great Lakes Index Stations Network,GreatLakesNearshoreBenthicTaxaProvincial.csv
2019,Contaminants in Water & Sediment - Benthic Community,LO13,3087,2012,3087-12,7028.8,14,0.711,Low Quality,43.95791518,-76.81168767,MECP Great Lakes Index Stations Network,GreatLakesNearshoreBenthicTaxaProvincial.csv
2019,Contaminants in Water & Sediment - Benthic Community,LO10,3509,2009,3509-09,12590.72,32,0.316,High Quality,43.95333,-78.01236,MECP Great Lakes Index Stations Network,GreatLakesNearshoreBenthicTaxaProvincial.csv
2019,Contaminants in Water & Sediment - Benthic Community,LO04,9713,2006,9713-06,6895.1,23,0.756,Moderate Quality,43.42581,-79.66067,MECP Great Lakes Index Stations Network,GreatLakesNearshoreBenthicTaxaProvincial.csv
2019,Contaminants in Water & Sediment - Benthic Community,LO04,9713,2009,9713-09,2330.2,22,0.61,Moderate Quality,43.42581,-79.66067,MECP Great Lakes Index Stations Network,GreatLakesNearshoreBenthicTaxaProvincial.csv
2019,Contaminants in Water & Sediment - Benthic Community,LO04,9713,2012,9713-12,3098.02,14,0.73,Low Quality,43.42581,-79.66067,MECP Great Lakes Index Stations Network,GreatLakesNearshoreBenthicTaxaProvincial.csv
